fid,USGS_ID,Date_Min,Date_Max,Fatalities,Confidence,LS_Type,Inventory,Inv_URL,Info_Source,Notes,Lat_N,Lon_W,State,Feature,Glyph
90567,pt90567,2006/07/22 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Alex, 2006",Dataset also contains information about landslide causes and impacts. GPS. Heavy rain/broken sewer pipe. Heavy rain caused a storm sewer line to break triggering a debris flow which damaged a fence and closed Kinderkemack Road for two days.,40.918742385,-74.0343192129999,NJ,point,🛘
90568,pt90568,2005/04/03 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Seda,  2005, Vernon Twp., NJ Road Department, 2006",Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. Small debris flow along Macpeek Road after heavy rain.,41.1965665210001,-74.5197593089999,NJ,point,🛘
90569,pt90569,1999/08/01 00:00:00,1999/08/31 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJDOT, 2006",Dataset also contains information about landslide causes and impacts. Aerial photo. Weathering. Small rockfall.,40.4608479170001,-75.066890224,PA,point,🛘
90570,pt90570,1782/04/01 00:00:00,1782/04/30 00:00:00,0,5,Slump,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Minard, J.P., 1974, Sherwood, M.E.W., 1899","Dataset also contains information about landslide causes and impacts. GPS. Atlantic Ocean wave action. 1782 landslide from newspaper account possibly triggered by undercutting Atlantic Ocean wave action. Noise from the slump was heard for several miles.The block that slumped measured about 400-feet wide and 2,500 feet long.",40.407537511,-74.0036089389999,NJ,point,🛘
90571,pt90571,,,0,5,Rockslide,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Palisades Interstate Park-NJ Section, 2006","Dataset also contains information about landslide causes and impacts. Aerial photo. Weathering. Historic rockslide area, thousands of rockslides and rockfalls over the years created a talus slope called the Giant Stairs.",40.9877556380001,-73.904506418,NY,point,🛘
90572,pt90572,1994/10/01 00:00:00,1994/10/31 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJDOT, 2006, Nugent 1995","Dataset also contains information about landslide causes and impacts. Aerial photo. Weathering. Large rockfall during the night, fragments spilled onto the shoulder and into half of the middle lane.",40.7992888960001,-74.272203427,NJ,point,🛘
90573,pt90573,1959/01/27 00:00:00,,0,5,Rockslide,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"New York Times, 1959","Dataset also contains information about landslide causes and impacts. Aerial photo. Weathering. Large rockslide slid off the Palisades triggered by freezing and thawing, road closed, estimated location.",40.906447386,-73.9336049519999,NY,point,🛘
90574,pt90574,2005/03/29 16:45:00,,0,5,Rockslide,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"New Jersey Turnpike Authority, 2007","Dataset also contains information about landslide causes and impacts. Aerial photo. Weathering. Rockslide on Southbound lane Rt. 95 local lanes, right lane was closed for 1 hour and 5 minutes to remove debris, estimated location.",40.8708804020001,-73.978208259,NJ,point,🛘
90575,pt90575,,,0,5,Slump,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJGS Files,Dataset also contains information about landslide causes and impacts. Aerial photo. Heavy rain. Slumps in clayey pre-Illinoian till that came out onto the shoulder of the northbound lanes of Rt. 287.,40.679008927,-74.599002635,NJ,point,🛘
90576,pt90576,2011/08/28 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJGS Files,Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. Small debris flow along County Rt. 565 (Glenwood Rd.) near Lake Pochung Rd. Triggered by Tropical Storm Irene.,41.1995302780001,-74.5644743669999,NJ,point,🛘
90577,pt90577,2010/01/01 00:00:00,2010/01/31 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJDOT,Dataset also contains information about landslide causes and impacts. Air Photo. Weathering. Rockfall along Rt. 80. estimated location.,40.968012871,-75.118897222,NJ,point,🛘
90578,pt90578,1957/04/08 00:00:00,,0,5,Rockslide,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"New York Times, 1957","Dataset also contains information about landslide causes and impacts. Aerial photo. Heavy rain/weathering. Report of a rockslide triggered by weathering from rain and melting snow, Henery Hudson Drive closed for two days, estimated location.",40.9192510290001,-73.927763693,NY,point,🛘
90579,pt90579,2010/01/01 00:00:00,2010/12/31 00:00:00,0,5,Slump,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJGS files,"Dataset also contains information about landslide causes and impacts. Air Photo. Heavy rain. Shallow slide off the main bluff, remediation along the downhill side of the road suggests earlier movement.",40.4104207450001,-74.0084711809999,NJ,point,🛘
90581,pt90581,1974/09/03 07:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Haff, 1974","Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. Report of landslides which delayed traffic at Grand Avenue and Union Turnpike, estimated location.",40.778825657,-74.0347488359999,NJ,point,🛘
90582,pt90582,2004/07/23 00:00:00,,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Vadarevu, 2004",Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. Rockslide after heavy rain.,40.8615609170001,-73.9756962979999,NJ,point,🛘
90583,pt90583,2011/08/28 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJGS Files,Dataset also contains information about landslide causes and impacts. Aerial photo. Heavy rain. Small debris flow along County Rt. 565 (Glenwood Rd.) Between babtown Rd and Lake Pochung Rd. Triggered by Tropical Storm Irene.,41.199018874,-74.565348977,NJ,point,🛘
90584,pt90584,2010/04/01 00:00:00,2010/04/30 00:00:00,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJGS Files,"Dataset also contains information about landslide causes and impacts. Aerial photo. Heavy rain. Exact date unknown, first noticed in early April 2010 after back to back nor'easters in March and April.",40.4137326420001,-74.027019223,NJ,point,🛘
90585,pt90585,2014/01/01 00:00:00,2014/12/31 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJGS site visit,Dataset also contains information about landslide causes and impacts. GPS. Weathering. Small rockfall along Rt. 80.,40.9293806690001,-74.9816396149999,NJ,point,🛘
90586,pt90586,2013/02/01 00:00:00,2013/02/28 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJDOT,Dataset also contains information about landslide causes and impacts. GPS. Weathering. Rockfall along Rt. 10 west.,40.8575406900001,-74.619813919,NJ,point,🛘
90587,pt90587,1982/01/01 00:00:00,1982/12/31 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Epstein, 2001",Dataset also contains information about landslide causes and impacts. GPS. Weathering. Roadway damage from rockfall.,40.978699035,-75.1333187179999,PA,point,🛘
90589,pt90589,1994/04/01 00:00:00,1994/04/30 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJDOT, 2006","Dataset also contains information about landslide causes and impacts. Aerial photo. Weathering. Rockfall along interstate 280, estimated location.",40.7586099050001,-74.206207739,NJ,point,🛘
90590,pt90590,2008/05/08 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJDOT,"Dataset also contains information about landslide causes and impacts. Aerial photo. Heavy rain. Debris Flow on US 130 southbound, right lane closed temporarily. Approximate location.",39.9746103850001,-75.035790272,NJ,point,🛘
90591,pt90591,2008/06/01 00:00:00,2008/06/30 00:00:00,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Hudson Reporter, 7/31/ 2008","Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. Several mudslides on Park Avenue in Summer of 2008 after heavy rains, probably caused by tree removal on steep slope.",40.765977019,-74.0241024379999,NJ,point,🛘
90592,pt90592,2002/04/01 00:00:00,2002/04/30 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Jennemann, 2002",Dataset also contains information about landslide causes and impacts. GPS. Weathering. Falling boulder totalled illegally parked car.,40.745881083,-74.0228513659999,NJ,point,🛘
90593,pt90593,2009/06/01 00:00:00,2009/06/30 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJDOT,Dataset also contains information about landslide causes and impacts. Air Photo. Weathering. Rockfall along Rt. 46. estimated location.,40.906134238,-75.074614444,NJ,point,🛘
90594,pt90594,1903/10/08 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"New York Times, 1903","Dataset also contains information about landslide causes and impacts. Aerial photo. Heavy rain. Report of a landslide after heavy rain in Weehawken at the Weehawken tunnel, the railroad was closed, estimated location.",40.7706429340001,-74.016734833,NJ,point,🛘
90595,pt90595,2011/08/28 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,Lehighvalleylive.com,Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. Debris flow due to heavy rain from Tropical Storm Irene onto Alphano Road in area of construction near Panther Valley development. Temporary road closure.,40.9110763240001,-74.85417004,NJ,point,🛘
90596,pt90596,1977/12/31 00:00:00,,0,5,Rockslide,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"New York Times, 1977","Dataset also contains information about landslide causes and impacts. GPS. Weathering. A rockslide in an area prone to rockslides from freeze and thaw weathering. $2,000 to clean up the rocks.",40.770090655,-74.021215947,NJ,point,🛘
90597,pt90597,1995/01/17 00:00:00,,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJDOT, 2006, Nugent 1995","Dataset also contains information about landslide causes and impacts. Aerial photo. Weathering. Large rockfall, one lane closed for two days for rock removal.",40.7996006010001,-74.2729753689999,NJ,point,🛘
90598,pt90598,2002/10/01 00:00:00,2002/10/31 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJDOT, 2006",Dataset also contains information about landslide causes and impacts. GPS. Weathering. Small rockslide.,40.908911206,-75.07548629,NJ,point,🛘
90599,pt90599,1948/11/12 00:00:00,,2,5,Rockslide,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"New York Times, 1948",Dataset also contains information about landslide causes and impacts. GPS. Quarrying. A rockslide at the Lambertville Quarry killed two workers who were drilling holes in a cliff to insert dynamite when rockslide occurred. Estimated location.,40.320821245,-74.9114176699999,NJ,point,🛘
90600,pt90600,2011/08/28 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,Palisades Interstate Park Commission,"Dataset also contains information about landslide causes and impacts. Aerial photo. Heavy rain. Debris flow of mud, rock and trees triggered by Tropical Storm Irene. Temporary road closure of River Rd. up to one week.",40.864430629,-73.954135148,NY,point,🛘
90601,pt90601,2005/10/08 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Granit, 2005",Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. Landslide partially blocked road after heavy rain during road construction.,40.249276476,-74.2467392729999,NJ,point,🛘
90602,pt90602,2011/08/28 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJGS Files,Dataset also contains information about landslide causes and impacts. Aerial photo. Heavy rain. Small mudslide on steep enbankment along Rt. 523.,40.410740435,-74.9753270269999,NJ,point,🛘
90603,pt90603,2010/10/01 00:00:00,2010/10/31 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,NJDOT,Dataset also contains information about landslide causes and impacts. Air Photo. Weathering. Rockfall along Rt. 80. estimated location.,40.9696030980001,-75.1193292689999,NJ,point,🛘
90604,pt90604,1915/11/07 14:00:00,,0,5,Rockslide,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"New York Times, 1915","Dataset also contains information about landslide causes and impacts. GPS. Vibration from railroad. Rockslide down Garret Mountain destroyed 200 feet of the D, L & W railroad tracks, estimated location.",40.9018946370001,-74.172602507,NJ,point,🛘
90605,pt90605,2000/03/01 00:00:00,2000/03/31 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJDOT, 2006",Dataset also contains information about landslide causes and impacts. GPS. Weathering. Small rockfall.,40.7915222980001,-74.249205062,NJ,point,🛘
90606,pt90606,2003/01/01 00:00:00,2003/12/31 00:00:00,0,5,Slump,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"US Army Corps of Engineers, 2003","Dataset also contains information about landslide causes and impacts. Aerial photo. River erosion. River bank slumping on 26 foot high bank due to undercutting from the Manasquan River along 200 feet of Bergerville Rd, some damage to road.",40.2029209510001,-74.2681324279999,NJ,point,🛘
90607,pt90607,2000/09/01 00:00:00,2000/09/30 00:00:00,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJDOT, 2006",Dataset also contains information about landslide causes and impacts. GPS. Weathering. Rockslide mixed with soil.,41.024763303,-74.4060626629999,NJ,point,🛘
90608,pt90608,2010/03/13 10:57:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,Frasinelli 2010,Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. A mudslide about 70 feet long and 40 feet wide forced a three-quarter mile section of Edison Avenue to be closed. The debris flow damaged the road and the guardrail on the side of the tracks and covered the railroad tracks.,41.075344606,-74.58982538,NJ,point,🛘
90609,pt90609,1955/08/19 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Hackettstown Gazette, 8/25/1955","Dataset also contains information about landslide causes and impacts. Air Photo. Heavy rain. A house, located along Rt. 46 WB was severely damaged by a landslide during heavy rain from Hurricane Diane. The house was owned by Lester Goble at the time of the landslide.",40.8654648930001,-74.920602157,NJ,point,🛘
90610,pt90610,2014/04/27 10:30:00,,0,5,Rockfall,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJDOT, nj.com April 27, 2014",Dataset also contains information about landslide causes and impacts. Air Photo. Weathering. A massive boulder caused delays on Route 29 near Byram just north of Stockton. Traffic was stopped temporarily until the boulder was cleared.,40.42217859,-75.059131346,PA,point,🛘
90611,pt90611,1974/09/03 07:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"Haff, 1974","Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. A landslide on Rt. 4 blocked a westbound lane from the George Washington Bridge, estimated location.",40.8615609170001,-73.9756962979999,NJ,point,🛘
90612,pt90612,2011/08/15 00:00:00,,0,5,Debris flow,NJ GS,https://www.state.nj.us/dep/njgs/geodata/dgs06-3.htm,"NJ Herald, Sparta Independent",Dataset also contains information about landslide causes and impacts. GPS. Heavy rain. Massive landslide in Great Gorge Village along Steamboat Drive near the Minerals resort and at ski slope due to heavy rain in area of underground pipeline work.,41.182335433,-74.519265246,NJ,point,🛘
